item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM_102916,ORD_21755,PROD_534,1,46.48,0.0
ITEM_102917,ORD_21756,PROD_566,1,250.95,0.0
ITEM_102918,ORD_21756,PROD_520,1,74.25,3.71
ITEM_102919,ORD_21757,PROD_513,1,126.72,0.0
ITEM_102920,ORD_21757,PROD_549,1,112.15,0.0
ITEM_102921,ORD_21758,PROD_570,1,85.34,0.0
ITEM_102922,ORD_21758,PROD_545,1,246.78,0.0
ITEM_102923,ORD_21759,PROD_504,2,130.74,0.0
ITEM_102924,ORD_21760,PROD_509,2,213.9,0.0
ITEM_102925,ORD_21761,PROD_555,2,121.11,0.0
ITEM_102926,ORD_21761,PROD_522,1,209.52,20.95
ITEM_102927,ORD_21762,PROD_504,1,130.74,0.0
ITEM_102928,ORD_21762,PROD_577,1,71.78,0.0
ITEM_102929,ORD_21763,PROD_551,1,148.84,0.0
ITEM_102930,ORD_21763,PROD_579,3,221.42,0.0
ITEM_102931,ORD_21763,PROD_530,1,142.79,0.0
ITEM_102932,ORD_21763,PROD_537,1,145.12,0.0
ITEM_102933,ORD_21764,PROD_535,2,36.04,0.0
ITEM_102934,ORD_21765,PROD_564,1,77.5,7.75
ITEM_102935,ORD_21765,PROD_580,2,221.1,0.0
ITEM_102936,ORD_21766,PROD_510,1,220.56,0.0
ITEM_102937,ORD_21767,PROD_552,1,157.7,7.88
ITEM_102938,ORD_21768,PROD_513,3,126.72,0.0
ITEM_102939,ORD_21769,PROD_557,2,170.75,0.0
ITEM_102940,ORD_21770,PROD_564,1,77.5,0.0
ITEM_102941,ORD_21771,PROD_509,1,213.9,0.0
ITEM_102942,ORD_21771,PROD_573,1,121.95,0.0
ITEM_102943,ORD_21772,PROD_538,1,153.61,0.0
ITEM_102944,ORD_21773,PROD_526,2,212.22,0.0
ITEM_102945,ORD_21774,PROD_522,1,209.52,0.0
ITEM_102946,ORD_21774,PROD_525,1,227.68,34.15
ITEM_102947,ORD_21775,PROD_572,1,144.07,0.0
ITEM_102948,ORD_21776,PROD_546,2,209.69,20.97
ITEM_102949,ORD_21777,PROD_515,1,189.61,0.0
ITEM_102950,ORD_21778,PROD_518,1,148.06,0.0
ITEM_102951,ORD_21779,PROD_536,1,242.17,24.22
ITEM_102952,ORD_21779,PROD_570,2,85.34,0.0
ITEM_102953,ORD_21780,PROD_501,1,199.67,0.0
ITEM_102954,ORD_21780,PROD_504,2,130.74,0.0
ITEM_102955,ORD_21780,PROD_526,1,212.22,0.0
ITEM_102956,ORD_21781,PROD_543,1,313.64,31.36
ITEM_102957,ORD_21781,PROD_576,1,75.48,0.0
ITEM_102958,ORD_21782,PROD_566,2,250.95,0.0
ITEM_102959,ORD_21783,PROD_544,2,280.84,0.0
ITEM_102960,ORD_21784,PROD_508,1,312.13,0.0
ITEM_102961,ORD_21784,PROD_516,1,91.12,0.0
ITEM_102962,ORD_21784,PROD_540,1,48.42,0.0
ITEM_102963,ORD_21784,PROD_525,1,227.68,11.38
ITEM_102964,ORD_21785,PROD_504,1,130.74,0.0
ITEM_102965,ORD_21786,PROD_562,1,225.46,0.0
ITEM_102966,ORD_21787,PROD_527,1,218.49,0.0
ITEM_102967,ORD_21787,PROD_537,1,145.12,0.0
ITEM_102968,ORD_21788,PROD_510,1,220.56,11.03
ITEM_102969,ORD_21788,PROD_559,2,149.13,0.0
ITEM_102970,ORD_21789,PROD_507,1,16.01,0.8
ITEM_102971,ORD_21790,PROD_560,1,88.9,4.45
ITEM_102972,ORD_21791,PROD_529,1,24.28,0.0
ITEM_102973,ORD_21792,PROD_516,1,91.12,13.67
ITEM_102974,ORD_21792,PROD_508,2,312.13,31.21
ITEM_102975,ORD_21793,PROD_508,1,312.13,0.0
ITEM_102976,ORD_21794,PROD_570,2,85.34,0.0
ITEM_102977,ORD_21795,PROD_548,1,54.38,5.44
ITEM_102978,ORD_21795,PROD_550,1,19.6,0.0
ITEM_102979,ORD_21796,PROD_542,1,140.18,0.0
ITEM_102980,ORD_21796,PROD_502,1,242.11,0.0
ITEM_102981,ORD_21797,PROD_579,1,221.42,33.21
ITEM_102982,ORD_21798,PROD_532,1,272.35,0.0
ITEM_102983,ORD_21798,PROD_569,2,274.5,0.0
ITEM_102984,ORD_21798,PROD_543,1,313.64,0.0
ITEM_102985,ORD_21799,PROD_560,1,88.9,0.0
ITEM_102986,ORD_21800,PROD_557,1,170.75,0.0
ITEM_102987,ORD_21800,PROD_571,1,211.74,0.0
ITEM_102988,ORD_21800,PROD_565,1,16.38,0.0
ITEM_102989,ORD_21801,PROD_578,1,165.8,0.0
ITEM_102990,ORD_21801,PROD_537,1,145.12,0.0
ITEM_102991,ORD_21802,PROD_561,1,375.16,0.0
ITEM_102992,ORD_21802,PROD_551,2,148.84,29.77
ITEM_102993,ORD_21802,PROD_513,1,126.72,0.0
ITEM_102994,ORD_21803,PROD_567,2,103.84,31.15
ITEM_102995,ORD_21803,PROD_546,1,209.69,0.0
ITEM_102996,ORD_21804,PROD_511,1,295.08,44.26
ITEM_102997,ORD_21804,PROD_544,1,280.84,0.0
ITEM_102998,ORD_21804,PROD_529,1,24.28,1.21
ITEM_102999,ORD_21805,PROD_556,1,171.31,0.0
ITEM_103000,ORD_21806,PROD_568,3,116.17,17.43
ITEM_103001,ORD_21806,PROD_574,1,250.97,25.1
ITEM_103002,ORD_21806,PROD_561,1,375.16,18.76
ITEM_103003,ORD_21807,PROD_501,1,199.67,9.98
ITEM_103004,ORD_21807,PROD_514,1,255.83,0.0
ITEM_103005,ORD_21808,PROD_558,1,152.68,0.0
ITEM_103006,ORD_21809,PROD_555,1,121.11,6.06
ITEM_103007,ORD_21810,PROD_571,3,211.74,63.52
ITEM_103008,ORD_21811,PROD_556,1,171.31,0.0
ITEM_103009,ORD_21811,PROD_534,2,46.48,0.0
ITEM_103010,ORD_21811,PROD_537,2,145.12,14.51
ITEM_103011,ORD_21811,PROD_525,1,227.68,0.0
ITEM_103012,ORD_21812,PROD_533,1,161.57,0.0
ITEM_103013,ORD_21813,PROD_543,1,313.64,31.36
ITEM_103014,ORD_21813,PROD_532,1,272.35,13.62
ITEM_103015,ORD_21814,PROD_575,1,175.82,0.0
ITEM_103016,ORD_21815,PROD_542,1,140.18,21.03
ITEM_103017,ORD_21816,PROD_516,3,91.12,0.0
ITEM_103018,ORD_21817,PROD_504,1,130.74,0.0
ITEM_103019,ORD_21818,PROD_520,1,74.25,0.0
ITEM_103020,ORD_21818,PROD_565,1,16.38,0.0
ITEM_103021,ORD_21819,PROD_553,3,123.16,0.0
ITEM_103022,ORD_21820,PROD_542,1,140.18,0.0
ITEM_103023,ORD_21820,PROD_506,2,240.11,0.0
ITEM_103024,ORD_21821,PROD_577,2,71.78,0.0
ITEM_103025,ORD_21822,PROD_518,2,148.06,0.0
ITEM_103026,ORD_21823,PROD_522,2,209.52,0.0
ITEM_103027,ORD_21824,PROD_517,1,232.38,0.0
ITEM_103028,ORD_21824,PROD_521,1,141.39,21.21
ITEM_103029,ORD_21825,PROD_542,1,140.18,0.0
ITEM_103030,ORD_21826,PROD_549,1,112.15,0.0
ITEM_103031,ORD_21826,PROD_514,1,255.83,0.0
ITEM_103032,ORD_21826,PROD_563,3,317.9,0.0
ITEM_103033,ORD_21827,PROD_572,1,144.07,14.41
ITEM_103034,ORD_21828,PROD_538,2,153.61,0.0
ITEM_103035,ORD_21828,PROD_580,1,221.1,0.0
ITEM_103036,ORD_21829,PROD_539,1,250.31,0.0
ITEM_103037,ORD_21830,PROD_541,1,137.54,6.88
ITEM_103038,ORD_21830,PROD_504,2,130.74,0.0
ITEM_103039,ORD_21831,PROD_574,1,250.97,0.0
ITEM_103040,ORD_21831,PROD_568,1,116.17,5.81
ITEM_103041,ORD_21832,PROD_540,1,48.42,0.0
ITEM_103042,ORD_21833,PROD_527,1,218.49,10.92
ITEM_103043,ORD_21834,PROD_522,1,209.52,0.0
ITEM_103044,ORD_21835,PROD_561,2,375.16,0.0
ITEM_103045,ORD_21836,PROD_537,1,145.12,0.0
ITEM_103046,ORD_21837,PROD_559,1,149.13,0.0
ITEM_103047,ORD_21838,PROD_501,2,199.67,19.97
ITEM_103048,ORD_21838,PROD_544,1,280.84,14.04
ITEM_103049,ORD_21839,PROD_520,1,74.25,0.0
ITEM_103050,ORD_21840,PROD_511,1,295.08,0.0
ITEM_103051,ORD_21841,PROD_562,3,225.46,0.0
ITEM_103052,ORD_21841,PROD_570,1,85.34,8.53
ITEM_103053,ORD_21842,PROD_562,3,225.46,0.0
ITEM_103054,ORD_21843,PROD_540,1,48.42,0.0
ITEM_103055,ORD_21844,PROD_520,1,74.25,7.43
ITEM_103056,ORD_21844,PROD_555,1,121.11,0.0
ITEM_103057,ORD_21844,PROD_568,1,116.17,0.0
ITEM_103058,ORD_21844,PROD_519,1,236.9,23.69
ITEM_103059,ORD_21845,PROD_559,2,149.13,0.0
ITEM_103060,ORD_21846,PROD_578,2,165.8,49.74
ITEM_103061,ORD_21847,PROD_576,1,75.48,0.0
ITEM_103062,ORD_21848,PROD_549,1,112.15,0.0
ITEM_103063,ORD_21849,PROD_545,1,246.78,12.34
ITEM_103064,ORD_21850,PROD_511,1,295.08,0.0
ITEM_103065,ORD_21851,PROD_526,1,212.22,0.0
ITEM_103066,ORD_21852,PROD_541,3,137.54,0.0
ITEM_103067,ORD_21853,PROD_520,1,74.25,0.0
ITEM_103068,ORD_21854,PROD_557,1,170.75,0.0
ITEM_103069,ORD_21855,PROD_529,1,24.28,0.0
ITEM_103070,ORD_21856,PROD_541,1,137.54,6.88
ITEM_103071,ORD_21857,PROD_540,1,48.42,0.0
ITEM_103072,ORD_21857,PROD_521,1,141.39,0.0
ITEM_103073,ORD_21858,PROD_524,2,116.66,23.33
ITEM_103074,ORD_21858,PROD_559,1,149.13,14.91
ITEM_103075,ORD_21858,PROD_556,1,171.31,0.0
ITEM_103076,ORD_21859,PROD_537,2,145.12,14.51
ITEM_103077,ORD_21860,PROD_517,1,232.38,11.62
ITEM_103078,ORD_21861,PROD_534,3,46.48,13.94
ITEM_103079,ORD_21861,PROD_535,2,36.04,3.6
ITEM_103080,ORD_21862,PROD_567,1,103.84,15.58
ITEM_103081,ORD_21863,PROD_516,2,91.12,0.0
ITEM_103082,ORD_21864,PROD_580,1,221.1,22.11
ITEM_103083,ORD_21865,PROD_572,1,144.07,21.61
ITEM_103084,ORD_21866,PROD_573,1,121.95,0.0
ITEM_103085,ORD_21866,PROD_501,2,199.67,0.0
ITEM_103086,ORD_21866,PROD_568,1,116.17,0.0
ITEM_103087,ORD_21867,PROD_553,1,123.16,0.0
ITEM_103088,ORD_21867,PROD_551,1,148.84,0.0
ITEM_103089,ORD_21867,PROD_514,1,255.83,38.37
ITEM_103090,ORD_21867,PROD_505,1,64.22,0.0
ITEM_103091,ORD_21868,PROD_557,1,170.75,8.54
ITEM_103092,ORD_21869,PROD_548,1,54.38,0.0
ITEM_103093,ORD_21869,PROD_563,1,317.9,0.0
ITEM_103094,ORD_21869,PROD_540,1,48.42,2.42
ITEM_103095,ORD_21870,PROD_569,1,274.5,0.0
ITEM_103096,ORD_21870,PROD_559,1,149.13,0.0
ITEM_103097,ORD_21871,PROD_560,1,88.9,0.0
ITEM_103098,ORD_21871,PROD_520,2,74.25,0.0
ITEM_103099,ORD_21872,PROD_506,1,240.11,12.01
ITEM_103100,ORD_21873,PROD_553,1,123.16,0.0
ITEM_103101,ORD_21874,PROD_515,1,189.61,0.0
ITEM_103102,ORD_21875,PROD_579,2,221.42,0.0
ITEM_103103,ORD_21876,PROD_555,1,121.11,12.11
ITEM_103104,ORD_21876,PROD_542,1,140.18,0.0
ITEM_103105,ORD_21876,PROD_534,1,46.48,0.0
ITEM_103106,ORD_21877,PROD_572,1,144.07,0.0
ITEM_103107,ORD_21878,PROD_537,1,145.12,0.0
ITEM_103108,ORD_21879,PROD_515,1,189.61,0.0
ITEM_103109,ORD_21880,PROD_555,1,121.11,0.0
ITEM_103110,ORD_21881,PROD_573,1,121.95,0.0
ITEM_103111,ORD_21881,PROD_504,1,130.74,0.0
ITEM_103112,ORD_21881,PROD_514,1,255.83,0.0
ITEM_103113,ORD_21881,PROD_515,1,189.61,0.0
ITEM_103114,ORD_21882,PROD_551,1,148.84,0.0
ITEM_103115,ORD_21882,PROD_546,1,209.69,0.0
ITEM_103116,ORD_21882,PROD_568,1,116.17,0.0
ITEM_103117,ORD_21883,PROD_561,2,375.16,75.03
ITEM_103118,ORD_21883,PROD_514,2,255.83,51.17
ITEM_103119,ORD_21884,PROD_503,1,157.89,7.89
ITEM_103120,ORD_21885,PROD_566,3,250.95,75.28
ITEM_103121,ORD_21886,PROD_575,1,175.82,0.0
ITEM_103122,ORD_21887,PROD_531,1,242.35,12.12
ITEM_103123,ORD_21887,PROD_527,1,218.49,21.85
ITEM_103124,ORD_21888,PROD_558,1,152.68,0.0
ITEM_103125,ORD_21888,PROD_547,1,20.21,0.0
ITEM_103126,ORD_21889,PROD_550,2,19.6,3.92
ITEM_103127,ORD_21889,PROD_510,1,220.56,0.0
ITEM_103128,ORD_21889,PROD_520,2,74.25,0.0
ITEM_103129,ORD_21890,PROD_536,1,242.17,0.0
ITEM_103130,ORD_21890,PROD_517,1,232.38,0.0
ITEM_103131,ORD_21890,PROD_515,2,189.61,0.0
ITEM_103132,ORD_21890,PROD_544,1,280.84,14.04
ITEM_103133,ORD_21891,PROD_554,1,309.23,0.0
ITEM_103134,ORD_21891,PROD_571,2,211.74,21.17
ITEM_103135,ORD_21891,PROD_549,1,112.15,0.0
ITEM_103136,ORD_21891,PROD_506,1,240.11,0.0
ITEM_103137,ORD_21892,PROD_520,2,74.25,0.0
ITEM_103138,ORD_21892,PROD_568,1,116.17,0.0
ITEM_103139,ORD_21892,PROD_563,1,317.9,0.0
ITEM_103140,ORD_21893,PROD_577,1,71.78,10.77
ITEM_103141,ORD_21894,PROD_517,1,232.38,11.62
ITEM_103142,ORD_21894,PROD_526,1,212.22,0.0
ITEM_103143,ORD_21895,PROD_572,1,144.07,14.41
ITEM_103144,ORD_21896,PROD_522,1,209.52,10.48
ITEM_103145,ORD_21896,PROD_568,2,116.17,0.0
ITEM_103146,ORD_21896,PROD_506,1,240.11,0.0
ITEM_103147,ORD_21896,PROD_545,1,246.78,0.0
ITEM_103148,ORD_21897,PROD_576,1,75.48,0.0
ITEM_103149,ORD_21897,PROD_557,1,170.75,0.0
ITEM_103150,ORD_21897,PROD_534,1,46.48,0.0
ITEM_103151,ORD_21898,PROD_551,1,148.84,14.88
ITEM_103152,ORD_21898,PROD_550,2,19.6,3.92
ITEM_103153,ORD_21899,PROD_507,2,16.01,0.0
ITEM_103154,ORD_21899,PROD_524,1,116.66,0.0
ITEM_103155,ORD_21900,PROD_505,1,64.22,0.0
ITEM_103156,ORD_21900,PROD_562,1,225.46,0.0
ITEM_103157,ORD_21901,PROD_514,2,255.83,0.0
ITEM_103158,ORD_21902,PROD_570,1,85.34,0.0
ITEM_103159,ORD_21903,PROD_542,1,140.18,7.01
ITEM_103160,ORD_21903,PROD_577,2,71.78,14.36
ITEM_103161,ORD_21904,PROD_537,1,145.12,0.0
ITEM_103162,ORD_21905,PROD_575,1,175.82,0.0
ITEM_103163,ORD_21906,PROD_556,1,171.31,0.0
ITEM_103164,ORD_21906,PROD_533,1,161.57,0.0
ITEM_103165,ORD_21906,PROD_523,1,104.47,10.45
ITEM_103166,ORD_21907,PROD_510,1,220.56,11.03
ITEM_103167,ORD_21908,PROD_546,1,209.69,20.97
ITEM_103168,ORD_21909,PROD_554,1,309.23,0.0
ITEM_103169,ORD_21909,PROD_507,1,16.01,0.0
ITEM_103170,ORD_21910,PROD_575,1,175.82,17.58
ITEM_103171,ORD_21911,PROD_524,1,116.66,0.0
ITEM_103172,ORD_21911,PROD_538,2,153.61,30.72
ITEM_103173,ORD_21911,PROD_521,1,141.39,7.07
ITEM_103174,ORD_21911,PROD_510,1,220.56,11.03
ITEM_103175,ORD_21912,PROD_557,1,170.75,17.07
ITEM_103176,ORD_21913,PROD_514,1,255.83,0.0
ITEM_103177,ORD_21914,PROD_523,2,104.47,0.0
ITEM_103178,ORD_21914,PROD_580,1,221.1,0.0
ITEM_103179,ORD_21915,PROD_531,2,242.35,0.0
ITEM_103180,ORD_21916,PROD_524,1,116.66,0.0
ITEM_103181,ORD_21917,PROD_547,3,20.21,6.06
ITEM_103182,ORD_21918,PROD_576,1,75.48,0.0
ITEM_103183,ORD_21918,PROD_565,1,16.38,0.82
ITEM_103184,ORD_21919,PROD_557,1,170.75,0.0
ITEM_103185,ORD_21920,PROD_509,3,213.9,64.17
ITEM_103186,ORD_21921,PROD_571,1,211.74,0.0
ITEM_103187,ORD_21922,PROD_570,1,85.34,0.0
ITEM_103188,ORD_21923,PROD_530,1,142.79,14.28
ITEM_103189,ORD_21924,PROD_505,3,64.22,0.0
ITEM_103190,ORD_21924,PROD_514,2,255.83,25.58
ITEM_103191,ORD_21924,PROD_509,1,213.9,10.7
ITEM_103192,ORD_21924,PROD_578,3,165.8,0.0
ITEM_103193,ORD_21925,PROD_561,1,375.16,37.52
ITEM_103194,ORD_21926,PROD_572,1,144.07,0.0
ITEM_103195,ORD_21927,PROD_557,1,170.75,0.0
ITEM_103196,ORD_21927,PROD_546,1,209.69,10.48
ITEM_103197,ORD_21927,PROD_532,1,272.35,0.0
ITEM_103198,ORD_21928,PROD_503,1,157.89,0.0
ITEM_103199,ORD_21929,PROD_566,1,250.95,0.0
ITEM_103200,ORD_21929,PROD_532,1,272.35,27.24
ITEM_103201,ORD_21929,PROD_534,1,46.48,6.97
ITEM_103202,ORD_21930,PROD_507,1,16.01,0.0
ITEM_103203,ORD_21931,PROD_574,1,250.97,0.0
ITEM_103204,ORD_21932,PROD_512,1,151.42,7.57
ITEM_103205,ORD_21932,PROD_541,1,137.54,6.88
ITEM_103206,ORD_21933,PROD_503,1,157.89,0.0
ITEM_103207,ORD_21933,PROD_514,1,255.83,0.0
ITEM_103208,ORD_21934,PROD_549,2,112.15,0.0
ITEM_103209,ORD_21934,PROD_524,1,116.66,0.0
ITEM_103210,ORD_21934,PROD_506,1,240.11,0.0
ITEM_103211,ORD_21935,PROD_577,1,71.78,0.0
ITEM_103212,ORD_21935,PROD_529,1,24.28,2.43
ITEM_103213,ORD_21936,PROD_507,2,16.01,1.6
ITEM_103214,ORD_21936,PROD_538,1,153.61,23.04
ITEM_103215,ORD_21937,PROD_523,2,104.47,0.0
ITEM_103216,ORD_21937,PROD_512,1,151.42,0.0
ITEM_103217,ORD_21937,PROD_563,1,317.9,0.0
ITEM_103218,ORD_21937,PROD_558,1,152.68,0.0
ITEM_103219,ORD_21938,PROD_534,1,46.48,0.0
ITEM_103220,ORD_21939,PROD_549,3,112.15,0.0
ITEM_103221,ORD_21939,PROD_571,3,211.74,0.0
ITEM_103222,ORD_21939,PROD_566,1,250.95,0.0
ITEM_103223,ORD_21940,PROD_514,1,255.83,0.0
ITEM_103224,ORD_21940,PROD_542,1,140.18,0.0
ITEM_103225,ORD_21941,PROD_524,1,116.66,0.0
ITEM_103226,ORD_21941,PROD_505,1,64.22,0.0
ITEM_103227,ORD_21942,PROD_519,1,236.9,0.0
ITEM_103228,ORD_21943,PROD_554,1,309.23,0.0
ITEM_103229,ORD_21943,PROD_566,1,250.95,0.0
ITEM_103230,ORD_21944,PROD_515,1,189.61,0.0
ITEM_103231,ORD_21945,PROD_510,2,220.56,0.0
ITEM_103232,ORD_21945,PROD_563,1,317.9,0.0
ITEM_103233,ORD_21946,PROD_558,1,152.68,0.0
ITEM_103234,ORD_21947,PROD_547,1,20.21,0.0
ITEM_103235,ORD_21948,PROD_523,2,104.47,10.45
ITEM_103236,ORD_21949,PROD_527,1,218.49,0.0
ITEM_103237,ORD_21949,PROD_506,1,240.11,0.0
ITEM_103238,ORD_21950,PROD_534,1,46.48,0.0
ITEM_103239,ORD_21951,PROD_522,1,209.52,0.0
ITEM_103240,ORD_21952,PROD_529,2,24.28,2.43
ITEM_103241,ORD_21953,PROD_574,1,250.97,0.0
ITEM_103242,ORD_21953,PROD_512,1,151.42,0.0
ITEM_103243,ORD_21954,PROD_547,1,20.21,0.0
ITEM_103244,ORD_21955,PROD_550,1,19.6,1.96
ITEM_103245,ORD_21956,PROD_524,2,116.66,0.0
ITEM_103246,ORD_21957,PROD_523,1,104.47,15.67
ITEM_103247,ORD_21958,PROD_525,1,227.68,0.0
ITEM_103248,ORD_21959,PROD_504,1,130.74,0.0
ITEM_103249,ORD_21960,PROD_545,1,246.78,0.0
ITEM_103250,ORD_21960,PROD_520,2,74.25,22.27
ITEM_103251,ORD_21960,PROD_541,1,137.54,0.0
ITEM_103252,ORD_21961,PROD_521,1,141.39,0.0
ITEM_103253,ORD_21962,PROD_513,1,126.72,0.0
ITEM_103254,ORD_21962,PROD_515,1,189.61,0.0
ITEM_103255,ORD_21963,PROD_549,1,112.15,0.0
ITEM_103256,ORD_21964,PROD_577,2,71.78,21.53
ITEM_103257,ORD_21965,PROD_570,1,85.34,0.0
ITEM_103258,ORD_21965,PROD_509,1,213.9,0.0
ITEM_103259,ORD_21965,PROD_565,3,16.38,0.0
ITEM_103260,ORD_21966,PROD_557,1,170.75,0.0
ITEM_103261,ORD_21966,PROD_573,2,121.95,24.39
ITEM_103262,ORD_21967,PROD_580,1,221.1,0.0
ITEM_103263,ORD_21968,PROD_563,1,317.9,0.0
ITEM_103264,ORD_21969,PROD_508,1,312.13,31.21
ITEM_103265,ORD_21970,PROD_532,1,272.35,0.0
ITEM_103266,ORD_21970,PROD_539,2,250.31,0.0
ITEM_103267,ORD_21971,PROD_574,1,250.97,0.0
ITEM_103268,ORD_21971,PROD_535,1,36.04,0.0
ITEM_103269,ORD_21971,PROD_546,2,209.69,20.97
ITEM_103270,ORD_21972,PROD_515,2,189.61,0.0
ITEM_103271,ORD_21972,PROD_573,1,121.95,0.0
ITEM_103272,ORD_21972,PROD_564,2,77.5,0.0
ITEM_103273,ORD_21973,PROD_537,1,145.12,7.26
ITEM_103274,ORD_21973,PROD_555,1,121.11,12.11
ITEM_103275,ORD_21974,PROD_574,1,250.97,0.0
ITEM_103276,ORD_21974,PROD_551,1,148.84,0.0
ITEM_103277,ORD_21974,PROD_555,1,121.11,6.06
ITEM_103278,ORD_21975,PROD_529,2,24.28,2.43
ITEM_103279,ORD_21975,PROD_580,1,221.1,22.11
ITEM_103280,ORD_21976,PROD_553,1,123.16,6.16
ITEM_103281,ORD_21976,PROD_544,1,280.84,0.0
ITEM_103282,ORD_21976,PROD_551,1,148.84,0.0
ITEM_103283,ORD_21977,PROD_578,2,165.8,0.0
ITEM_103284,ORD_21977,PROD_570,1,85.34,0.0
ITEM_103285,ORD_21978,PROD_538,1,153.61,0.0
ITEM_103286,ORD_21979,PROD_511,1,295.08,0.0
ITEM_103287,ORD_21979,PROD_524,1,116.66,0.0
ITEM_103288,ORD_21980,PROD_560,1,88.9,0.0
ITEM_103289,ORD_21981,PROD_541,2,137.54,0.0
ITEM_103290,ORD_21982,PROD_503,3,157.89,23.68
ITEM_103291,ORD_21983,PROD_508,1,312.13,15.61
ITEM_103292,ORD_21983,PROD_513,2,126.72,12.67
ITEM_103293,ORD_21984,PROD_576,1,75.48,0.0
ITEM_103294,ORD_21985,PROD_525,2,227.68,0.0
ITEM_103295,ORD_21986,PROD_530,1,142.79,0.0
ITEM_103296,ORD_21986,PROD_517,2,232.38,0.0
ITEM_103297,ORD_21987,PROD_549,1,112.15,0.0
ITEM_103298,ORD_21988,PROD_521,1,141.39,0.0
ITEM_103299,ORD_21989,PROD_539,2,250.31,0.0
ITEM_103300,ORD_21990,PROD_548,1,54.38,0.0
ITEM_103301,ORD_21990,PROD_557,2,170.75,0.0
ITEM_103302,ORD_21991,PROD_508,2,312.13,0.0
ITEM_103303,ORD_21992,PROD_538,1,153.61,0.0
ITEM_103304,ORD_21993,PROD_508,1,312.13,0.0
ITEM_103305,ORD_21993,PROD_572,1,144.07,0.0
ITEM_103306,ORD_21993,PROD_542,2,140.18,42.05
ITEM_103307,ORD_21994,PROD_519,2,236.9,0.0
ITEM_103308,ORD_21995,PROD_578,2,165.8,16.58
ITEM_103309,ORD_21996,PROD_535,1,36.04,1.8
ITEM_103310,ORD_21996,PROD_567,1,103.84,0.0
ITEM_103311,ORD_21996,PROD_580,1,221.1,0.0
ITEM_103312,ORD_21997,PROD_510,1,220.56,0.0
ITEM_103313,ORD_21997,PROD_514,1,255.83,0.0
ITEM_103314,ORD_21997,PROD_533,2,161.57,48.47
ITEM_103315,ORD_21997,PROD_531,3,242.35,0.0
ITEM_103316,ORD_21998,PROD_513,2,126.72,0.0
ITEM_103317,ORD_21999,PROD_569,1,274.5,0.0
ITEM_103318,ORD_21999,PROD_510,1,220.56,22.06
ITEM_103319,ORD_22000,PROD_575,1,175.82,0.0
ITEM_103320,ORD_22001,PROD_534,2,46.48,4.65
ITEM_103321,ORD_22002,PROD_572,2,144.07,43.22
ITEM_103322,ORD_22002,PROD_539,3,250.31,37.55
ITEM_103323,ORD_22002,PROD_511,1,295.08,0.0
ITEM_103324,ORD_22003,PROD_579,1,221.42,0.0
ITEM_103325,ORD_22004,PROD_513,1,126.72,0.0
ITEM_103326,ORD_22005,PROD_555,1,121.11,0.0
ITEM_103327,ORD_22005,PROD_559,1,149.13,22.37
ITEM_103328,ORD_22006,PROD_510,1,220.56,11.03
ITEM_103329,ORD_22007,PROD_550,1,19.6,1.96
ITEM_103330,ORD_22007,PROD_512,3,151.42,0.0
ITEM_103331,ORD_22008,PROD_560,1,88.9,0.0
ITEM_103332,ORD_22008,PROD_527,2,218.49,43.7
ITEM_103333,ORD_22008,PROD_564,1,77.5,0.0
ITEM_103334,ORD_22009,PROD_551,2,148.84,0.0
ITEM_103335,ORD_22010,PROD_546,1,209.69,0.0
ITEM_103336,ORD_22010,PROD_566,1,250.95,0.0
ITEM_103337,ORD_22010,PROD_533,3,161.57,24.24
ITEM_103338,ORD_22011,PROD_570,1,85.34,0.0
ITEM_103339,ORD_22011,PROD_557,1,170.75,17.07
ITEM_103340,ORD_22012,PROD_570,1,85.34,0.0
ITEM_103341,ORD_22013,PROD_564,1,77.5,0.0
ITEM_103342,ORD_22013,PROD_524,1,116.66,5.83
ITEM_103343,ORD_22014,PROD_505,1,64.22,0.0
ITEM_103344,ORD_22015,PROD_546,1,209.69,0.0
ITEM_103345,ORD_22016,PROD_539,2,250.31,25.03
ITEM_103346,ORD_22017,PROD_505,1,64.22,0.0
ITEM_103347,ORD_22017,PROD_560,1,88.9,4.45
ITEM_103348,ORD_22018,PROD_522,1,209.52,0.0
ITEM_103349,ORD_22019,PROD_575,3,175.82,79.12
ITEM_103350,ORD_22020,PROD_579,1,221.42,22.14
ITEM_103351,ORD_22020,PROD_540,1,48.42,0.0
ITEM_103352,ORD_22021,PROD_561,2,375.16,37.52
ITEM_103353,ORD_22021,PROD_580,1,221.1,22.11
ITEM_103354,ORD_22022,PROD_504,2,130.74,0.0
ITEM_103355,ORD_22022,PROD_577,2,71.78,21.53
ITEM_103356,ORD_22022,PROD_524,2,116.66,0.0
ITEM_103357,ORD_22023,PROD_557,3,170.75,0.0
ITEM_103358,ORD_22023,PROD_561,1,375.16,0.0
ITEM_103359,ORD_22024,PROD_520,1,74.25,0.0
ITEM_103360,ORD_22024,PROD_558,2,152.68,0.0
ITEM_103361,ORD_22025,PROD_533,2,161.57,0.0
ITEM_103362,ORD_22025,PROD_524,1,116.66,0.0
ITEM_103363,ORD_22025,PROD_570,1,85.34,0.0
ITEM_103364,ORD_22026,PROD_560,1,88.9,0.0
ITEM_103365,ORD_22026,PROD_566,2,250.95,0.0
