order_id,customer_id,order_timestamp,order_status,payment_method,shipping_cost
ORD_22151,CUST_1707,2023-07-13 18:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22152,CUST_1450,2024-03-10 16:00:00,Completed,Credit Card,0.0
ORD_22153,CUST_2148,2024-08-29 02:00:00,Delivered,Virtual Account Bank Transfer,0.0
ORD_22154,CUST_2037,2023-07-13 04:00:00,Returned,BNPL,3.33
ORD_22155,CUST_1644,2023-03-29 15:00:00,Completed,Virtual Account Bank Transfer,4.47
ORD_22156,CUST_1367,2024-02-18 12:00:00,Completed,Credit Card,3.23
ORD_22157,CUST_1087,2023-09-25 01:00:00,Completed,QRIS,4.11
ORD_22158,CUST_1262,2024-03-13 05:00:00,Shipped,BNPL,0.0
ORD_22159,CUST_1169,2023-02-04 22:00:00,Completed,Credit Card,0.0
ORD_22160,CUST_1722,2023-05-23 04:00:00,Shipped,Credit Card,5.31
ORD_22161,CUST_1328,2023-10-26 17:00:00,Completed,Virtual Account Bank Transfer,8.9
ORD_22162,CUST_2198,2023-11-11 03:00:00,Shipped,Credit Card,6.54
ORD_22163,CUST_1056,2023-10-30 11:00:00,Completed,BNPL,7.27
ORD_22164,CUST_2047,2023-06-15 05:00:00,Completed,Credit Card,7.14
ORD_22165,CUST_1195,2023-08-04 11:00:00,Completed,BNPL,7.32
ORD_22166,CUST_1718,2023-11-18 00:00:00,Cancelled,Virtual Account Bank Transfer,4.96
ORD_22167,CUST_1136,2023-03-05 16:00:00,Completed,QRIS,6.19
ORD_22168,CUST_1070,2023-09-13 08:00:00,Completed,E-Wallet (GoPay/OVO),4.64
ORD_22169,CUST_1524,2023-10-04 14:00:00,Completed,BNPL,0.0
ORD_22170,CUST_2117,2024-03-09 06:00:00,Completed,Credit Card,3.57
ORD_22171,CUST_1768,2024-12-07 10:00:00,Completed,QRIS,7.43
ORD_22172,CUST_1147,2023-08-14 03:00:00,Completed,Credit Card,4.81
ORD_22173,CUST_1291,2023-08-20 11:00:00,Completed,QRIS,0.0
ORD_22174,CUST_2074,2023-05-13 17:00:00,Completed,Credit Card,4.62
ORD_22175,CUST_1327,2023-11-18 05:00:00,Completed,QRIS,4.99
ORD_22176,CUST_1589,2023-06-16 06:00:00,Completed,BNPL,0.0
ORD_22177,CUST_2072,2023-11-08 22:00:00,Completed,BNPL,0.0
ORD_22178,CUST_1396,2023-06-27 08:00:00,Completed,E-Wallet (GoPay/OVO),8.52
ORD_22179,CUST_2159,2023-07-29 07:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22180,CUST_2033,2024-05-09 06:00:00,Completed,E-Wallet (GoPay/OVO),7.9
ORD_22181,CUST_1908,2023-12-04 10:00:00,Completed,Credit Card,4.46
ORD_22182,CUST_1221,2023-06-23 12:00:00,Shipped,E-Wallet (GoPay/OVO),5.84
ORD_22183,CUST_1578,2023-08-17 05:00:00,Completed,Virtual Account Bank Transfer,6.95
ORD_22184,CUST_1329,2023-05-29 10:00:00,Completed,Credit Card,8.69
ORD_22185,CUST_1693,2023-03-27 01:00:00,Delivered,BNPL,2.8
ORD_22186,CUST_1491,2023-06-25 16:00:00,Completed,BNPL,0.0
ORD_22187,CUST_2016,2024-04-18 06:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22188,CUST_1937,2023-06-16 21:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22189,CUST_1109,2023-11-21 01:00:00,Completed,E-Wallet (GoPay/OVO),5.62
ORD_22190,CUST_1327,2024-01-01 10:00:00,Completed,QRIS,0.0
ORD_22191,CUST_2004,2024-05-03 19:00:00,Completed,BNPL,4.6
ORD_22192,CUST_1869,2024-01-28 12:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22193,CUST_1838,2023-09-09 01:00:00,Completed,QRIS,7.56
ORD_22194,CUST_2009,2024-01-31 16:00:00,Completed,E-Wallet (GoPay/OVO),7.49
ORD_22195,CUST_1115,2023-08-22 12:00:00,Completed,Credit Card,4.73
ORD_22196,CUST_1617,2023-07-07 12:00:00,Shipped,Virtual Account Bank Transfer,4.23
ORD_22197,CUST_1026,2023-01-18 06:00:00,Cancelled,QRIS,0.0
ORD_22198,CUST_1525,2024-01-02 12:00:00,Completed,Credit Card,5.72
ORD_22199,CUST_1877,2023-11-25 12:00:00,Completed,Credit Card,7.15
ORD_22200,CUST_1839,2023-12-29 03:00:00,Completed,QRIS,0.0
ORD_22201,CUST_1425,2023-09-12 11:00:00,Shipped,BNPL,6.81
ORD_22202,CUST_1647,2023-02-23 05:00:00,Cancelled,QRIS,4.96
ORD_22203,CUST_1685,2024-06-11 22:00:00,Shipped,BNPL,0.0
ORD_22204,CUST_2173,2023-05-23 15:00:00,Completed,Credit Card,0.0
ORD_22205,CUST_1884,2023-05-14 01:00:00,Completed,Credit Card,6.21
ORD_22206,CUST_1044,2024-02-29 23:00:00,Completed,QRIS,7.97
ORD_22207,CUST_1123,2024-01-03 19:00:00,Completed,Credit Card,0.0
ORD_22208,CUST_1892,2024-06-30 00:00:00,Completed,QRIS,0.0
ORD_22209,CUST_1230,2023-08-10 16:00:00,Completed,QRIS,8.25
ORD_22210,CUST_2152,2023-12-29 20:00:00,Completed,Credit Card,0.0
ORD_22211,CUST_1060,2024-02-09 22:00:00,Completed,Credit Card,3.15
ORD_22212,CUST_1285,2023-12-10 17:00:00,Shipped,E-Wallet (GoPay/OVO),3.5
ORD_22213,CUST_1176,2024-07-22 10:00:00,Delivered,QRIS,4.56
ORD_22214,CUST_1034,2023-05-08 11:00:00,Completed,BNPL,7.39
ORD_22215,CUST_2180,2024-10-06 07:00:00,Completed,QRIS,5.75
ORD_22216,CUST_1532,2024-09-30 07:00:00,Completed,BNPL,0.0
ORD_22217,CUST_1004,2024-06-05 01:00:00,Completed,Credit Card,7.98
ORD_22218,CUST_1208,2024-06-30 06:00:00,Completed,QRIS,4.2
ORD_22219,CUST_1363,2024-08-10 20:00:00,Shipped,BNPL,0.0
ORD_22220,CUST_1037,2023-12-22 23:00:00,Completed,E-Wallet (GoPay/OVO),8.98
ORD_22221,CUST_1269,2023-08-31 21:00:00,Completed,QRIS,0.0
ORD_22222,CUST_1354,2024-02-19 15:00:00,Completed,QRIS,0.0
ORD_22223,CUST_2085,2024-03-01 08:00:00,Completed,BNPL,8.88
ORD_22224,CUST_1889,2023-08-26 12:00:00,Completed,QRIS,5.68
ORD_22225,CUST_1212,2023-02-22 21:00:00,Completed,BNPL,0.0
ORD_22226,CUST_1737,2023-05-07 03:00:00,Completed,Virtual Account Bank Transfer,7.79
ORD_22227,CUST_2199,2024-07-01 00:00:00,Completed,Credit Card,2.79
ORD_22228,CUST_1815,2023-09-23 19:00:00,Completed,Virtual Account Bank Transfer,7.82
ORD_22229,CUST_1142,2024-03-12 22:00:00,Cancelled,E-Wallet (GoPay/OVO),6.5
ORD_22230,CUST_1113,2023-09-27 05:00:00,Completed,Virtual Account Bank Transfer,2.83
ORD_22231,CUST_2034,2023-10-10 13:00:00,Completed,E-Wallet (GoPay/OVO),6.12
ORD_22232,CUST_2081,2024-01-21 23:00:00,Delivered,QRIS,7.31
ORD_22233,CUST_1041,2023-10-26 06:00:00,Shipped,Virtual Account Bank Transfer,6.74
ORD_22234,CUST_1209,2023-12-12 13:00:00,Completed,BNPL,3.54
ORD_22235,CUST_1409,2023-07-04 12:00:00,Completed,BNPL,0.0
ORD_22236,CUST_1683,2024-03-09 22:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22237,CUST_1052,2023-06-27 11:00:00,Shipped,QRIS,0.0
ORD_22238,CUST_1719,2024-04-22 06:00:00,Completed,Credit Card,0.0
ORD_22239,CUST_1556,2024-07-28 11:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22240,CUST_1366,2023-05-22 14:00:00,Completed,Credit Card,2.56
ORD_22241,CUST_2099,2023-09-28 14:00:00,Completed,BNPL,0.0
ORD_22242,CUST_1176,2024-04-08 22:00:00,Completed,QRIS,0.0
ORD_22243,CUST_2021,2023-04-16 06:00:00,Completed,Credit Card,0.0
ORD_22244,CUST_1288,2023-10-05 05:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22245,CUST_1806,2023-06-21 13:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22246,CUST_1036,2023-07-04 13:00:00,Completed,Virtual Account Bank Transfer,2.69
ORD_22247,CUST_1170,2023-12-19 03:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22248,CUST_1799,2024-08-27 21:00:00,Completed,BNPL,3.65
ORD_22249,CUST_1237,2023-11-10 18:00:00,Cancelled,E-Wallet (GoPay/OVO),0.0
ORD_22250,CUST_1130,2024-05-19 10:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22251,CUST_1882,2024-06-25 20:00:00,Delivered,Virtual Account Bank Transfer,0.0
ORD_22252,CUST_1255,2023-08-16 05:00:00,Completed,BNPL,5.36
ORD_22253,CUST_1685,2024-05-30 18:00:00,Completed,BNPL,0.0
ORD_22254,CUST_1227,2023-08-25 19:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22255,CUST_1995,2024-05-08 12:00:00,Delivered,QRIS,4.71
ORD_22256,CUST_2068,2023-06-03 01:00:00,Shipped,QRIS,6.91
ORD_22257,CUST_1922,2024-02-04 10:00:00,Completed,Virtual Account Bank Transfer,8.79
ORD_22258,CUST_1097,2024-01-10 01:00:00,Cancelled,Virtual Account Bank Transfer,3.0
ORD_22259,CUST_2148,2024-06-02 20:00:00,Completed,BNPL,0.0
ORD_22260,CUST_1959,2023-09-26 07:00:00,Returned,Credit Card,2.57
ORD_22261,CUST_1134,2023-11-04 18:00:00,Shipped,Credit Card,0.0
ORD_22262,CUST_1871,2024-09-13 17:00:00,Completed,Virtual Account Bank Transfer,4.67
ORD_22263,CUST_1374,2023-03-12 22:00:00,Shipped,QRIS,7.41
ORD_22264,CUST_1404,2024-01-17 20:00:00,Completed,E-Wallet (GoPay/OVO),5.42
ORD_22265,CUST_1198,2023-08-21 09:00:00,Completed,QRIS,4.42
ORD_22266,CUST_1207,2024-02-28 11:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22267,CUST_1041,2023-09-02 23:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_22268,CUST_1278,2024-03-07 21:00:00,Shipped,Credit Card,4.7
ORD_22269,CUST_1315,2023-03-28 21:00:00,Shipped,BNPL,6.22
ORD_22270,CUST_2101,2024-03-18 07:00:00,Delivered,E-Wallet (GoPay/OVO),0.0
ORD_22271,CUST_1883,2023-04-19 10:00:00,Shipped,Credit Card,6.73
ORD_22272,CUST_1332,2024-07-20 15:00:00,Completed,QRIS,3.09
ORD_22273,CUST_1618,2023-06-26 17:00:00,Completed,E-Wallet (GoPay/OVO),8.18
ORD_22274,CUST_1712,2024-05-11 10:00:00,Completed,E-Wallet (GoPay/OVO),4.15
ORD_22275,CUST_1132,2024-05-09 23:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22276,CUST_1908,2024-07-30 06:00:00,Delivered,QRIS,5.26
ORD_22277,CUST_1891,2023-04-15 08:00:00,Completed,QRIS,4.31
ORD_22278,CUST_2139,2024-01-18 22:00:00,Completed,E-Wallet (GoPay/OVO),7.89
ORD_22279,CUST_1145,2023-12-13 13:00:00,Completed,Credit Card,6.02
ORD_22280,CUST_1640,2023-04-17 13:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22281,CUST_1952,2023-03-20 22:00:00,Completed,Virtual Account Bank Transfer,8.15
ORD_22282,CUST_2164,2024-11-17 19:00:00,Completed,Credit Card,2.87
ORD_22283,CUST_1810,2024-05-26 00:00:00,Shipped,Virtual Account Bank Transfer,0.0
ORD_22284,CUST_1034,2024-01-13 12:00:00,Completed,Credit Card,2.88
ORD_22285,CUST_1304,2024-01-26 17:00:00,Completed,Virtual Account Bank Transfer,3.11
ORD_22286,CUST_1232,2023-01-27 01:00:00,Completed,BNPL,5.68
ORD_22287,CUST_1930,2025-07-09 17:00:00,Completed,BNPL,0.0
ORD_22288,CUST_1786,2023-09-15 07:00:00,Completed,Credit Card,0.0
ORD_22289,CUST_1342,2023-07-19 09:00:00,Completed,Credit Card,5.84
ORD_22290,CUST_1641,2024-03-28 01:00:00,Completed,QRIS,0.0
ORD_22291,CUST_1979,2023-09-28 14:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22292,CUST_1675,2024-07-23 03:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_22293,CUST_1502,2023-08-19 10:00:00,Completed,Virtual Account Bank Transfer,5.69
ORD_22294,CUST_2082,2023-09-30 07:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22295,CUST_1219,2023-09-25 05:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22296,CUST_1690,2023-09-14 08:00:00,Completed,BNPL,0.0
ORD_22297,CUST_1208,2024-04-07 17:00:00,Completed,E-Wallet (GoPay/OVO),7.19
ORD_22298,CUST_1244,2024-08-01 02:00:00,Completed,Credit Card,0.0
ORD_22299,CUST_1038,2023-11-27 18:00:00,Completed,E-Wallet (GoPay/OVO),6.69
ORD_22300,CUST_2162,2024-05-30 14:00:00,Delivered,QRIS,4.18
ORD_22301,CUST_1984,2023-12-28 09:00:00,Delivered,BNPL,3.42
ORD_22302,CUST_1104,2024-03-30 14:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22303,CUST_1628,2024-01-14 19:00:00,Returned,Virtual Account Bank Transfer,3.02
ORD_22304,CUST_1096,2024-10-07 07:00:00,Delivered,QRIS,6.85
ORD_22305,CUST_1412,2024-07-16 22:00:00,Completed,QRIS,0.0
ORD_22306,CUST_2193,2023-11-01 14:00:00,Completed,Credit Card,3.13
ORD_22307,CUST_1200,2023-07-31 14:00:00,Cancelled,BNPL,7.01
ORD_22308,CUST_1383,2024-03-02 19:00:00,Delivered,Credit Card,0.0
ORD_22309,CUST_2130,2023-07-24 12:00:00,Completed,QRIS,5.39
ORD_22310,CUST_1637,2023-03-09 15:00:00,Delivered,Credit Card,0.0
ORD_22311,CUST_1535,2024-02-13 01:00:00,Completed,BNPL,0.0
ORD_22312,CUST_2008,2023-10-09 15:00:00,Delivered,E-Wallet (GoPay/OVO),8.57
ORD_22313,CUST_2184,2023-07-30 03:00:00,Completed,QRIS,0.0
ORD_22314,CUST_1702,2024-11-24 10:00:00,Completed,BNPL,6.7
ORD_22315,CUST_1919,2024-02-13 04:00:00,Completed,E-Wallet (GoPay/OVO),2.67
ORD_22316,CUST_1741,2024-04-06 19:00:00,Completed,QRIS,3.39
ORD_22317,CUST_1685,2025-04-02 04:00:00,Completed,BNPL,0.0
ORD_22318,CUST_1827,2023-05-28 13:00:00,Completed,Credit Card,6.88
ORD_22319,CUST_1492,2023-02-19 14:00:00,Delivered,QRIS,2.82
ORD_22320,CUST_2003,2023-03-24 05:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22321,CUST_1136,2023-03-29 15:00:00,Completed,QRIS,8.59
ORD_22322,CUST_1977,2024-04-09 14:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22323,CUST_1986,2023-04-20 04:00:00,Completed,QRIS,8.0
ORD_22324,CUST_1385,2023-10-16 02:00:00,Delivered,BNPL,0.0
ORD_22325,CUST_2165,2023-05-14 03:00:00,Completed,QRIS,4.64
ORD_22326,CUST_1914,2023-09-23 15:00:00,Cancelled,E-Wallet (GoPay/OVO),4.76
ORD_22327,CUST_1653,2023-07-30 11:00:00,Completed,Virtual Account Bank Transfer,7.39
ORD_22328,CUST_1872,2023-06-11 01:00:00,Completed,BNPL,7.35
ORD_22329,CUST_1358,2023-05-28 03:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22330,CUST_1209,2023-11-25 04:00:00,Delivered,Virtual Account Bank Transfer,0.0
ORD_22331,CUST_1874,2024-01-06 02:00:00,Completed,BNPL,0.0
ORD_22332,CUST_2043,2023-04-26 04:00:00,Completed,E-Wallet (GoPay/OVO),8.24
ORD_22333,CUST_1593,2024-05-21 00:00:00,Completed,Credit Card,0.0
ORD_22334,CUST_2140,2024-01-17 14:00:00,Completed,E-Wallet (GoPay/OVO),7.13
ORD_22335,CUST_1911,2023-12-30 22:00:00,Cancelled,Virtual Account Bank Transfer,0.0
ORD_22336,CUST_1797,2024-01-28 17:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22337,CUST_1337,2023-10-13 10:00:00,Shipped,Virtual Account Bank Transfer,2.64
ORD_22338,CUST_1280,2023-05-06 17:00:00,Completed,QRIS,7.04
ORD_22339,CUST_1854,2023-11-22 15:00:00,Completed,Virtual Account Bank Transfer,5.39
ORD_22340,CUST_2195,2023-02-10 21:00:00,Completed,Virtual Account Bank Transfer,7.39
ORD_22341,CUST_1901,2023-11-10 07:00:00,Completed,BNPL,7.26
ORD_22342,CUST_1895,2024-02-10 06:00:00,Completed,BNPL,0.0
ORD_22343,CUST_1994,2023-12-19 14:00:00,Shipped,QRIS,0.0
ORD_22344,CUST_1155,2024-12-18 06:00:00,Completed,BNPL,7.17
ORD_22345,CUST_1518,2024-02-05 02:00:00,Completed,Credit Card,4.83
ORD_22346,CUST_1018,2024-06-01 09:00:00,Completed,QRIS,7.45
ORD_22347,CUST_1741,2023-08-03 00:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22348,CUST_1497,2023-10-05 01:00:00,Cancelled,QRIS,0.0
ORD_22349,CUST_1869,2024-08-10 10:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_22350,CUST_2115,2024-05-01 08:00:00,Cancelled,BNPL,5.83
ORD_22351,CUST_2013,2023-08-08 12:00:00,Shipped,E-Wallet (GoPay/OVO),4.58
ORD_22352,CUST_1358,2023-07-13 14:00:00,Delivered,Credit Card,0.0
ORD_22353,CUST_1153,2023-08-02 23:00:00,Completed,QRIS,8.23
ORD_22354,CUST_1019,2024-05-28 15:00:00,Completed,Virtual Account Bank Transfer,4.36
ORD_22355,CUST_1430,2023-11-15 05:00:00,Cancelled,QRIS,2.79
ORD_22356,CUST_1996,2023-10-30 06:00:00,Completed,QRIS,4.73
ORD_22357,CUST_1283,2024-09-02 14:00:00,Shipped,Virtual Account Bank Transfer,7.72
ORD_22358,CUST_2051,2023-12-25 22:00:00,Completed,BNPL,4.2
ORD_22359,CUST_1382,2023-11-18 06:00:00,Completed,QRIS,4.85
ORD_22360,CUST_1146,2024-06-21 08:00:00,Completed,Virtual Account Bank Transfer,6.04
ORD_22361,CUST_1569,2024-06-05 23:00:00,Completed,E-Wallet (GoPay/OVO),3.65
ORD_22362,CUST_1262,2024-11-26 19:00:00,Completed,Credit Card,0.0
ORD_22363,CUST_1085,2024-05-30 12:00:00,Completed,Credit Card,0.0
ORD_22364,CUST_1329,2023-05-25 19:00:00,Delivered,BNPL,8.81
ORD_22365,CUST_1721,2023-06-13 00:00:00,Completed,BNPL,2.55
ORD_22366,CUST_1482,2023-05-24 01:00:00,Completed,BNPL,8.45
ORD_22367,CUST_1337,2023-11-05 00:00:00,Completed,Credit Card,0.0
ORD_22368,CUST_1798,2024-04-11 01:00:00,Completed,E-Wallet (GoPay/OVO),7.25
ORD_22369,CUST_1132,2023-05-29 00:00:00,Completed,Virtual Account Bank Transfer,7.79
ORD_22370,CUST_1988,2023-08-17 03:00:00,Completed,QRIS,0.0
ORD_22371,CUST_1041,2023-08-14 16:00:00,Completed,QRIS,6.15
ORD_22372,CUST_1402,2024-10-06 11:00:00,Cancelled,Credit Card,4.58
ORD_22373,CUST_1467,2024-06-24 06:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_22374,CUST_1721,2023-06-03 11:00:00,Shipped,Virtual Account Bank Transfer,0.0
ORD_22375,CUST_2070,2024-08-29 12:00:00,Completed,Credit Card,5.61
ORD_22376,CUST_1010,2024-07-20 03:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22377,CUST_1942,2023-02-14 03:00:00,Completed,BNPL,0.0
ORD_22378,CUST_1009,2023-11-30 16:00:00,Cancelled,BNPL,8.2
ORD_22379,CUST_1206,2024-05-01 18:00:00,Completed,E-Wallet (GoPay/OVO),4.9
ORD_22380,CUST_1344,2024-08-02 00:00:00,Completed,E-Wallet (GoPay/OVO),5.46
ORD_22381,CUST_1569,2024-06-20 06:00:00,Completed,QRIS,0.0
ORD_22382,CUST_2096,2023-12-07 07:00:00,Completed,QRIS,0.0
ORD_22383,CUST_1891,2023-05-09 05:00:00,Completed,BNPL,5.05
ORD_22384,CUST_1895,2023-11-23 00:00:00,Returned,E-Wallet (GoPay/OVO),2.89
ORD_22385,CUST_1912,2024-05-18 18:00:00,Completed,Credit Card,8.04
ORD_22386,CUST_1497,2024-04-02 18:00:00,Completed,E-Wallet (GoPay/OVO),3.14
ORD_22387,CUST_1319,2024-02-16 03:00:00,Completed,E-Wallet (GoPay/OVO),7.71
ORD_22388,CUST_1561,2023-02-07 10:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22389,CUST_2012,2024-04-17 01:00:00,Completed,Virtual Account Bank Transfer,3.38
ORD_22390,CUST_1720,2024-10-17 15:00:00,Delivered,BNPL,3.86
ORD_22391,CUST_1367,2024-07-19 02:00:00,Returned,QRIS,4.92
ORD_22392,CUST_2146,2024-03-06 17:00:00,Shipped,Credit Card,8.8
ORD_22393,CUST_1694,2024-02-11 19:00:00,Completed,Credit Card,0.0
ORD_22394,CUST_1912,2024-07-10 20:00:00,Completed,BNPL,0.0
ORD_22395,CUST_1890,2024-01-03 21:00:00,Completed,QRIS,3.81
ORD_22396,CUST_1232,2023-04-21 12:00:00,Completed,QRIS,6.09
ORD_22397,CUST_1032,2023-08-24 17:00:00,Delivered,Virtual Account Bank Transfer,0.0
ORD_22398,CUST_1958,2024-05-27 06:00:00,Completed,QRIS,0.0
ORD_22399,CUST_1072,2023-08-20 18:00:00,Completed,E-Wallet (GoPay/OVO),3.77
ORD_22400,CUST_1530,2024-04-15 10:00:00,Completed,BNPL,0.0
ORD_22401,CUST_1644,2023-03-10 07:00:00,Completed,Virtual Account Bank Transfer,6.79
ORD_22402,CUST_1555,2024-02-03 01:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22403,CUST_1624,2023-02-18 18:00:00,Delivered,Virtual Account Bank Transfer,0.0
ORD_22404,CUST_1170,2024-06-26 04:00:00,Completed,QRIS,4.38
ORD_22405,CUST_1532,2024-05-25 09:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22406,CUST_1344,2023-04-12 18:00:00,Shipped,Virtual Account Bank Transfer,3.06
ORD_22407,CUST_1856,2024-07-07 05:00:00,Completed,Virtual Account Bank Transfer,7.39
ORD_22408,CUST_2087,2023-10-01 08:00:00,Completed,Virtual Account Bank Transfer,7.01
ORD_22409,CUST_1855,2023-12-02 12:00:00,Completed,Credit Card,4.13
ORD_22410,CUST_1139,2023-06-03 03:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22411,CUST_1925,2023-05-18 05:00:00,Completed,E-Wallet (GoPay/OVO),3.62
ORD_22412,CUST_1261,2024-02-16 08:00:00,Completed,Virtual Account Bank Transfer,7.7
ORD_22413,CUST_1351,2023-10-31 10:00:00,Completed,QRIS,6.96
ORD_22414,CUST_1903,2023-05-15 06:00:00,Delivered,Virtual Account Bank Transfer,5.15
ORD_22415,CUST_1122,2023-10-28 00:00:00,Delivered,BNPL,0.0
ORD_22416,CUST_2048,2023-08-24 22:00:00,Completed,QRIS,8.35
ORD_22417,CUST_1738,2024-02-08 13:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22418,CUST_1364,2023-11-08 22:00:00,Completed,QRIS,8.15
ORD_22419,CUST_1989,2023-02-02 22:00:00,Shipped,Credit Card,8.25
ORD_22420,CUST_1588,2023-06-16 13:00:00,Completed,QRIS,0.0
ORD_22421,CUST_1118,2023-07-24 14:00:00,Completed,E-Wallet (GoPay/OVO),7.02
ORD_22422,CUST_1564,2024-07-23 15:00:00,Completed,E-Wallet (GoPay/OVO),8.5
ORD_22423,CUST_1507,2024-08-02 07:00:00,Completed,QRIS,0.0
ORD_22424,CUST_1497,2023-09-20 13:00:00,Completed,E-Wallet (GoPay/OVO),2.73
ORD_22425,CUST_1014,2024-06-06 21:00:00,Completed,E-Wallet (GoPay/OVO),8.86
ORD_22426,CUST_1078,2023-09-24 22:00:00,Completed,Virtual Account Bank Transfer,4.64
ORD_22427,CUST_2100,2023-09-29 12:00:00,Completed,BNPL,0.0
ORD_22428,CUST_2015,2023-10-04 01:00:00,Completed,Virtual Account Bank Transfer,4.31
ORD_22429,CUST_1309,2023-09-12 08:00:00,Completed,QRIS,0.0
ORD_22430,CUST_1615,2023-06-11 16:00:00,Completed,BNPL,0.0
ORD_22431,CUST_1688,2023-04-11 22:00:00,Completed,Credit Card,4.13
ORD_22432,CUST_1701,2024-02-26 20:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_22433,CUST_1087,2023-09-17 15:00:00,Returned,Credit Card,8.76
ORD_22434,CUST_1450,2024-03-09 04:00:00,Returned,QRIS,3.88
ORD_22435,CUST_1318,2023-08-07 20:00:00,Completed,Credit Card,0.0
ORD_22436,CUST_1021,2023-03-20 09:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22437,CUST_1066,2023-07-02 23:00:00,Completed,Credit Card,7.88
ORD_22438,CUST_2026,2023-05-16 14:00:00,Completed,Credit Card,6.45
ORD_22439,CUST_2056,2023-03-27 13:00:00,Completed,Credit Card,0.0
ORD_22440,CUST_1656,2023-01-25 06:00:00,Shipped,QRIS,0.0
ORD_22441,CUST_1422,2023-10-09 18:00:00,Completed,Virtual Account Bank Transfer,4.42
ORD_22442,CUST_2051,2023-12-29 20:00:00,Cancelled,Credit Card,0.0
ORD_22443,CUST_2195,2023-02-06 20:00:00,Shipped,Credit Card,2.62
ORD_22444,CUST_2124,2025-03-26 23:00:00,Returned,E-Wallet (GoPay/OVO),4.4
ORD_22445,CUST_1211,2023-10-24 21:00:00,Completed,BNPL,0.0
ORD_22446,CUST_1798,2024-03-26 07:00:00,Cancelled,QRIS,5.54
ORD_22447,CUST_1846,2024-04-04 20:00:00,Completed,Virtual Account Bank Transfer,4.03
ORD_22448,CUST_2161,2024-03-11 10:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22449,CUST_1647,2023-04-03 06:00:00,Delivered,Credit Card,6.2
ORD_22450,CUST_1485,2024-02-12 15:00:00,Completed,Virtual Account Bank Transfer,5.33
ORD_22451,CUST_1669,2023-08-01 17:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22452,CUST_1903,2023-03-06 16:00:00,Completed,QRIS,6.42
ORD_22453,CUST_1170,2023-08-28 10:00:00,Cancelled,BNPL,0.0
ORD_22454,CUST_1965,2024-02-24 09:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_22455,CUST_1107,2023-09-11 14:00:00,Completed,Virtual Account Bank Transfer,6.54
ORD_22456,CUST_1529,2023-11-25 23:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22457,CUST_1331,2024-02-01 02:00:00,Completed,Virtual Account Bank Transfer,8.51
ORD_22458,CUST_1350,2024-01-01 17:00:00,Completed,Virtual Account Bank Transfer,3.51
ORD_22459,CUST_1420,2023-09-03 13:00:00,Completed,BNPL,4.26
ORD_22460,CUST_2086,2024-03-05 02:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_22461,CUST_1905,2023-10-19 23:00:00,Completed,BNPL,0.0
ORD_22462,CUST_1012,2024-07-24 23:00:00,Completed,Credit Card,3.1
ORD_22463,CUST_1241,2023-08-19 03:00:00,Completed,QRIS,8.36
