order_id,customer_id,date_key,order_date,ordered_at,order_status,is_successful_order,is_cancelled,is_returned,payment_method,shipping_cost,distinct_items_count,total_quantity,gross_order_amount,total_discount_amount,net_merchandise_amount,total_order_cost,total_gross_profit,total_paid_amount
ORD_21802,CUST_1741,2023-10-20,2023-10-20,2023-10-20 03:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,3,4,799.56,29.77,769.79,404.28,365.51,769.79
ORD_21803,CUST_1718,2023-10-14,2023-10-14,2023-10-14 20:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,3,417.37,31.15,386.22,246.82,139.40,386.22
ORD_21804,CUST_2070,2024-08-14,2024-08-14,2024-08-14 22:00:00,Returned,0,0,1,Credit Card,0.00,3,3,600.20,45.47,554.73,313.12,241.61,554.73
ORD_21805,CUST_2129,2024-04-28,2024-04-28,2024-04-28 12:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.19,1,1,171.31,0.00,171.31,107.73,63.58,174.50
ORD_21806,CUST_2128,2023-06-20,2023-06-20,2023-06-20 02:00:00,Completed,1,0,0,Virtual Account Bank Transfer,7.35,3,5,974.64,61.29,913.35,550.03,363.32,920.70
ORD_21807,CUST_2136,2023-10-28,2023-10-28,2023-10-28 21:00:00,Cancelled,0,1,0,QRIS,0.00,2,2,455.50,9.98,445.52,292.20,153.32,445.52
ORD_21808,CUST_1476,2024-07-30,2024-07-30,2024-07-30 01:00:00,Completed,1,0,0,QRIS,6.30,1,1,152.68,0.00,152.68,107.51,45.17,158.98
ORD_21809,CUST_1802,2023-01-17,2023-01-17,2023-01-17 03:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,0.00,1,1,121.11,6.06,115.05,55.94,59.11,115.05
ORD_21810,CUST_1523,2024-05-14,2024-05-14,2024-05-14 03:00:00,Returned,0,0,1,E-Wallet (GoPay/OVO),4.72,1,3,635.22,63.52,571.70,289.83,281.87,576.42
ORD_21811,CUST_1513,2024-01-15,2024-01-15,2024-01-15 00:00:00,Shipped,1,0,0,Credit Card,0.00,4,6,782.19,14.51,767.68,468.52,299.16,767.68
ORD_21812,CUST_1859,2023-04-17,2023-04-17,2023-04-17 11:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,161.57,0.00,161.57,74.40,87.17,161.57
ORD_21813,CUST_2050,2023-08-07,2023-08-07,2023-08-07 08:00:00,Completed,1,0,0,QRIS,0.00,2,2,585.99,44.98,541.01,334.63,206.38,541.01
ORD_21814,CUST_1694,2024-02-18,2024-02-18,2024-02-18 14:00:00,Completed,1,0,0,QRIS,8.19,1,1,175.82,0.00,175.82,107.16,68.66,184.01
ORD_21815,CUST_1613,2024-02-11,2024-02-11,2024-02-11 23:00:00,Completed,1,0,0,Credit Card,2.95,1,1,140.18,21.03,119.15,65.23,53.92,122.10
ORD_21816,CUST_2006,2023-08-20,2023-08-20,2023-08-20 04:00:00,Shipped,1,0,0,BNPL,6.22,1,3,273.36,0.00,273.36,169.92,103.44,279.58
ORD_21817,CUST_1390,2023-10-16,2023-10-16,2023-10-16 09:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),6.02,1,1,130.74,0.00,130.74,88.59,42.15,136.76
ORD_21818,CUST_1732,2024-04-21,2024-04-21,2024-04-21 12:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,2,90.63,0.00,90.63,56.07,34.56,90.63
ORD_21819,CUST_2168,2024-04-02,2024-04-02,2024-04-02 14:00:00,Completed,1,0,0,BNPL,3.59,1,3,369.48,0.00,369.48,197.28,172.20,373.07
ORD_21820,CUST_2054,2024-04-03,2024-04-03,2024-04-03 09:00:00,Completed,1,0,0,QRIS,0.00,2,3,620.40,0.00,620.40,345.79,274.61,620.40
ORD_21821,CUST_1055,2024-04-02,2024-04-02,2024-04-02 15:00:00,Returned,0,0,1,QRIS,8.25,1,2,143.56,0.00,143.56,105.74,37.82,151.81
ORD_21822,CUST_1757,2023-06-08,2023-06-08,2023-06-08 15:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,2.59,1,2,296.12,0.00,296.12,145.76,150.36,298.71
ORD_21823,CUST_1768,2024-02-07,2024-02-07,2024-02-07 03:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),7.17,1,2,419.04,0.00,419.04,271.38,147.66,426.21
ORD_21824,CUST_1408,2024-05-25,2024-05-25,2024-05-25 13:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.49,2,2,373.77,21.21,352.56,194.29,158.27,357.05
ORD_21825,CUST_1984,2024-02-11,2024-02-11,2024-02-11 02:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,140.18,0.00,140.18,65.23,74.95,140.18
ORD_21826,CUST_1570,2023-02-05,2023-02-05,2023-02-05 05:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,3.53,3,5,1321.68,0.00,1321.68,691.86,629.82,1325.21
ORD_21827,CUST_1726,2024-09-01,2024-09-01,2024-09-01 17:00:00,Completed,1,0,0,QRIS,4.43,1,1,144.07,14.41,129.66,71.81,57.85,134.09
ORD_21828,CUST_1495,2023-11-08,2023-11-08,2023-11-08 18:00:00,Completed,1,0,0,Credit Card,7.56,2,3,528.32,0.00,528.32,298.24,230.08,535.88
ORD_21829,CUST_1878,2024-01-05,2024-01-05,2024-01-05 22:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,250.31,0.00,250.31,155.55,94.76,250.31
ORD_21830,CUST_1779,2024-01-10,2024-01-10,2024-01-10 21:00:00,Completed,1,0,0,BNPL,2.83,2,3,399.02,6.88,392.14,266.30,125.84,394.97
ORD_21831,CUST_2096,2024-05-10,2024-05-10,2024-05-10 12:00:00,Returned,0,0,1,QRIS,0.00,2,2,367.14,5.81,361.33,220.24,141.09,361.33
ORD_21832,CUST_1017,2023-12-26,2023-12-26,2023-12-26 21:00:00,Completed,1,0,0,QRIS,0.00,1,1,48.42,0.00,48.42,30.20,18.22,48.42
ORD_21833,CUST_1201,2023-05-03,2023-05-03,2023-05-03 20:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),6.86,1,1,218.49,10.92,207.57,128.59,78.98,214.43
ORD_21834,CUST_1555,2023-05-10,2023-05-10,2023-05-10 13:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,8.96,1,1,209.52,0.00,209.52,135.69,73.83,218.48
ORD_21835,CUST_1481,2023-07-28,2023-07-28,2023-07-28 11:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,750.32,0.00,750.32,348.50,401.82,750.32
ORD_21836,CUST_1768,2024-05-26,2024-05-26,2024-05-26 14:00:00,Completed,1,0,0,BNPL,3.65,1,1,145.12,0.00,145.12,103.92,41.20,148.77
ORD_21837,CUST_2066,2023-09-23,2023-09-23,2023-09-23 19:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.04,1,1,149.13,0.00,149.13,83.60,65.53,155.17
ORD_21838,CUST_1608,2023-03-04,2023-03-04,2023-03-04 09:00:00,Completed,1,0,0,QRIS,0.00,2,3,680.18,34.01,646.17,409.96,236.21,646.17
ORD_21839,CUST_1489,2024-06-08,2024-06-08,2024-06-08 20:00:00,Completed,1,0,0,BNPL,3.67,1,1,74.25,0.00,74.25,45.63,28.62,77.92
ORD_21840,CUST_1738,2024-02-18,2024-02-18,2024-02-18 02:00:00,Shipped,1,0,0,QRIS,0.00,1,1,295.08,0.00,295.08,137.24,157.84,295.08
ORD_21841,CUST_1468,2024-07-04,2024-07-04,2024-07-04 19:00:00,Completed,1,0,0,QRIS,6.65,2,4,761.72,8.53,753.19,365.66,387.53,759.84
ORD_21842,CUST_2157,2023-12-04,2023-12-04,2023-12-04 17:00:00,Completed,1,0,0,BNPL,0.00,1,3,676.38,0.00,676.38,318.57,357.81,676.38
ORD_21843,CUST_1293,2024-04-18,2024-04-18,2024-04-18 21:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,48.42,0.00,48.42,30.20,18.22,48.42
ORD_21844,CUST_1765,2023-10-30,2023-10-30,2023-10-30 21:00:00,Completed,1,0,0,QRIS,4.85,4,4,548.43,31.12,517.31,336.90,180.41,522.16
ORD_21845,CUST_1246,2023-11-08,2023-11-08,2023-11-08 04:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,298.26,0.00,298.26,167.20,131.06,298.26
ORD_21846,CUST_1179,2024-01-09,2024-01-09,2024-01-09 19:00:00,Completed,1,0,0,Virtual Account Bank Transfer,5.19,1,2,331.60,49.74,281.86,191.82,90.04,287.05
ORD_21847,CUST_2054,2024-04-20,2024-04-20,2024-04-20 18:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,75.48,0.00,75.48,48.99,26.49,75.48
ORD_21848,CUST_1312,2024-05-01,2024-05-01,2024-05-01 18:00:00,Completed,1,0,0,BNPL,3.62,1,1,112.15,0.00,112.15,81.68,30.47,115.77
ORD_21849,CUST_1462,2024-03-14,2024-03-14,2024-03-14 07:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),7.02,1,1,246.78,12.34,234.44,177.20,57.24,241.46
ORD_21850,CUST_1680,2023-04-27,2023-04-27,2023-04-27 16:00:00,Returned,0,0,1,E-Wallet (GoPay/OVO),7.10,1,1,295.08,0.00,295.08,137.24,157.84,302.18
ORD_21851,CUST_1826,2024-04-23,2024-04-23,2024-04-23 11:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,212.22,0.00,212.22,110.82,101.40,212.22
ORD_21852,CUST_1033,2024-04-27,2024-04-27,2024-04-27 10:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,3,412.62,0.00,412.62,267.36,145.26,412.62
ORD_21853,CUST_1637,2023-04-08,2023-04-08,2023-04-08 22:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.95,1,1,74.25,0.00,74.25,45.63,28.62,78.20
ORD_21854,CUST_1816,2024-04-11,2024-04-11,2024-04-11 04:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,8.00,1,1,170.75,0.00,170.75,77.65,93.10,178.75
ORD_21855,CUST_1369,2023-08-12,2023-08-12,2023-08-12 20:00:00,Completed,1,0,0,Credit Card,0.00,1,1,24.28,0.00,24.28,14.60,9.68,24.28
ORD_21856,CUST_1050,2023-06-13,2023-06-13,2023-06-13 03:00:00,Shipped,1,0,0,QRIS,0.00,1,1,137.54,6.88,130.66,89.12,41.54,130.66
ORD_21857,CUST_1329,2024-02-13,2024-02-13,2024-02-13 22:00:00,Shipped,1,0,0,BNPL,8.12,2,2,189.81,0.00,189.81,105.93,83.88,197.93
ORD_21858,CUST_1406,2023-08-21,2023-08-21,2023-08-21 00:00:00,Cancelled,0,1,0,QRIS,0.00,3,4,553.76,38.24,515.52,329.39,186.13,515.52
ORD_21859,CUST_2090,2024-05-07,2024-05-07,2024-05-07 20:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,290.24,14.51,275.73,207.84,67.89,275.73
ORD_21860,CUST_1321,2024-08-02,2024-08-02,2024-08-02 23:00:00,Shipped,1,0,0,Credit Card,0.00,1,1,232.38,11.62,220.76,118.56,102.20,220.76
ORD_21861,CUST_1370,2023-10-11,2023-10-11,2023-10-11 19:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,5,211.52,17.54,193.98,106.59,87.39,193.98
ORD_21862,CUST_1689,2024-08-04,2024-08-04,2024-08-04 02:00:00,Cancelled,0,1,0,QRIS,8.89,1,1,103.84,15.58,88.26,57.45,30.81,97.15
ORD_21863,CUST_1426,2024-06-24,2024-06-24,2024-06-24 17:00:00,Completed,1,0,0,QRIS,7.86,1,2,182.24,0.00,182.24,113.28,68.96,190.10
ORD_21864,CUST_1689,2024-05-12,2024-05-12,2024-05-12 13:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,0.00,1,1,221.10,22.11,198.99,105.90,93.09,198.99
ORD_21865,CUST_2104,2023-10-06,2023-10-06,2023-10-06 19:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,144.07,21.61,122.46,71.81,50.65,122.46
ORD_21866,CUST_1538,2023-10-31,2023-10-31,2023-10-31 04:00:00,Completed,1,0,0,BNPL,0.00,3,4,637.46,0.00,637.46,400.59,236.87,637.46
ORD_21867,CUST_1553,2023-05-28,2023-05-28,2023-05-28 12:00:00,Completed,1,0,0,QRIS,0.00,4,4,592.05,38.37,553.68,360.03,193.65,553.68
ORD_21868,CUST_1910,2023-05-31,2023-05-31,2023-05-31 23:00:00,Delivered,1,0,0,QRIS,0.00,1,1,170.75,8.54,162.21,77.65,84.56,162.21
ORD_21869,CUST_2092,2024-05-15,2024-05-15,2024-05-15 09:00:00,Completed,1,0,0,BNPL,0.00,3,3,420.70,2.42,418.28,208.76,209.52,418.28
ORD_21870,CUST_1774,2023-11-05,2023-11-05,2023-11-05 20:00:00,Completed,1,0,0,QRIS,4.33,2,2,423.63,0.00,423.63,238.37,185.26,427.96
ORD_21871,CUST_2198,2024-02-28,2024-02-28,2024-02-28 19:00:00,Completed,1,0,0,BNPL,8.32,2,3,237.40,0.00,237.40,153.69,83.71,245.72
ORD_21872,CUST_2042,2023-04-25,2023-04-25,2023-04-25 16:00:00,Delivered,1,0,0,BNPL,0.00,1,1,240.11,12.01,228.10,140.28,87.82,228.10
ORD_21873,CUST_1698,2024-08-06,2024-08-06,2024-08-06 10:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.73,1,1,123.16,0.00,123.16,65.76,57.40,129.89
ORD_21874,CUST_1548,2023-07-20,2023-07-20,2023-07-20 08:00:00,Shipped,1,0,0,QRIS,5.75,1,1,189.61,0.00,189.61,135.03,54.58,195.36
ORD_21875,CUST_1210,2023-09-27,2023-09-27,2023-09-27 03:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,442.84,0.00,442.84,212.50,230.34,442.84
ORD_21876,CUST_1765,2023-11-17,2023-11-17,2023-11-17 11:00:00,Completed,1,0,0,BNPL,7.94,3,3,307.77,12.11,295.66,143.48,152.18,303.60
ORD_21877,CUST_1732,2024-03-24,2024-03-24,2024-03-24 12:00:00,Completed,1,0,0,BNPL,7.08,1,1,144.07,0.00,144.07,71.81,72.26,151.15
ORD_21878,CUST_1372,2023-02-17,2023-02-17,2023-02-17 09:00:00,Completed,1,0,0,BNPL,3.11,1,1,145.12,0.00,145.12,103.92,41.20,148.23
ORD_21879,CUST_1399,2023-10-30,2023-10-30,2023-10-30 05:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,189.61,0.00,189.61,135.03,54.58,189.61
ORD_21880,CUST_1230,2023-09-01,2023-09-01,2023-09-01 22:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),2.99,1,1,121.11,0.00,121.11,55.94,65.17,124.10
ORD_21881,CUST_2176,2023-09-13,2023-09-13,2023-09-13 02:00:00,Completed,1,0,0,QRIS,6.32,4,4,698.13,0.00,698.13,465.62,232.51,704.45
ORD_21882,CUST_1869,2024-03-20,2024-03-20,2024-03-20 14:00:00,Shipped,1,0,0,QRIS,0.00,3,3,474.70,0.00,474.70,292.14,182.56,474.70
ORD_21883,CUST_1744,2023-04-05,2023-04-05,2023-04-05 17:00:00,Completed,1,0,0,Virtual Account Bank Transfer,3.66,2,4,1261.98,126.20,1135.78,684.22,451.56,1139.44
ORD_21884,CUST_1433,2024-02-15,2024-02-15,2024-02-15 14:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,157.89,7.89,150.00,114.06,35.94,150.00
ORD_21885,CUST_1948,2023-05-26,2023-05-26,2023-05-26 09:00:00,Completed,1,0,0,Virtual Account Bank Transfer,3.48,1,3,752.85,75.28,677.57,381.54,296.03,681.05
ORD_21886,CUST_1884,2023-03-03,2023-03-03,2023-03-03 20:00:00,Completed,1,0,0,Credit Card,4.52,1,1,175.82,0.00,175.82,107.16,68.66,180.34
ORD_21887,CUST_1529,2024-08-06,2024-08-06,2024-08-06 02:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,460.84,33.97,426.87,259.96,166.91,426.87
ORD_21888,CUST_1295,2023-06-07,2023-06-07,2023-06-07 10:00:00,Shipped,1,0,0,QRIS,2.91,2,2,172.89,0.00,172.89,122.28,50.61,175.80
ORD_21889,CUST_1395,2023-10-21,2023-10-21,2023-10-21 11:00:00,Completed,1,0,0,QRIS,6.24,3,5,408.26,3.92,404.34,261.57,142.77,410.58
ORD_21890,CUST_2199,2024-04-01,2024-04-01,2024-04-01 02:00:00,Completed,1,0,0,Credit Card,0.00,4,5,1134.61,14.04,1120.57,708.87,411.70,1120.57
ORD_21891,CUST_1250,2024-05-03,2024-05-03,2024-05-03 23:00:00,Shipped,1,0,0,QRIS,6.04,4,5,1084.97,21.17,1063.80,588.65,475.15,1069.84
ORD_21892,CUST_1973,2023-07-16,2023-07-16,2023-07-16 15:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,3,4,582.57,0.00,582.57,316.47,266.10,582.57
ORD_21893,CUST_1314,2024-06-11,2024-06-11,2024-06-11 04:00:00,Completed,1,0,0,Virtual Account Bank Transfer,7.93,1,1,71.78,10.77,61.01,52.87,8.14,68.94
ORD_21894,CUST_1530,2023-12-27,2023-12-27,2023-12-27 06:00:00,Completed,1,0,0,QRIS,4.07,2,2,444.60,11.62,432.98,229.38,203.60,437.05
ORD_21895,CUST_1798,2024-05-06,2024-05-06,2024-05-06 09:00:00,Completed,1,0,0,Credit Card,3.09,1,1,144.07,14.41,129.66,71.81,57.85,132.75
ORD_21896,CUST_1731,2023-02-25,2023-02-25,2023-02-25 04:00:00,Delivered,1,0,0,Credit Card,2.98,4,5,928.75,10.48,918.27,608.71,309.56,921.25
ORD_21897,CUST_1523,2024-07-30,2024-07-30,2024-07-30 21:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.18,3,3,292.71,0.00,292.71,148.95,143.76,295.89
ORD_21898,CUST_1678,2024-01-28,2024-01-28,2024-01-28 17:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),8.98,2,3,188.04,18.80,169.24,102.07,67.17,178.22
ORD_21899,CUST_2085,2024-02-19,2024-02-19,2024-02-19 05:00:00,Cancelled,0,1,0,Credit Card,0.00,2,3,148.68,0.00,148.68,92.25,56.43,148.68
ORD_21900,CUST_1231,2023-02-01,2023-02-01,2023-02-01 10:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,2.81,2,2,289.68,0.00,289.68,150.15,139.53,292.49
ORD_21901,CUST_1240,2024-04-22,2024-04-22,2024-04-22 06:00:00,Completed,1,0,0,Virtual Account Bank Transfer,4.93,1,2,511.66,0.00,511.66,335.72,175.94,516.59
ORD_21902,CUST_1027,2023-07-17,2023-07-17,2023-07-17 05:00:00,Completed,1,0,0,QRIS,8.69,1,1,85.34,0.00,85.34,47.09,38.25,94.03
ORD_21903,CUST_1597,2024-04-28,2024-04-28,2024-04-28 15:00:00,Completed,1,0,0,BNPL,0.00,2,3,283.74,21.37,262.37,170.97,91.40,262.37
ORD_21904,CUST_1981,2024-08-03,2024-08-03,2024-08-03 22:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,145.12,0.00,145.12,103.92,41.20,145.12
ORD_21905,CUST_1995,2024-02-16,2024-02-16,2024-02-16 16:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,175.82,0.00,175.82,107.16,68.66,175.82
ORD_21906,CUST_1280,2023-06-07,2023-06-07,2023-06-07 00:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.17,3,3,437.35,10.45,426.90,241.72,185.18,431.07
ORD_21907,CUST_2148,2024-04-15,2024-04-15,2024-04-15 08:00:00,Completed,1,0,0,BNPL,4.16,1,1,220.56,11.03,209.53,150.69,58.84,213.69
ORD_21908,CUST_1371,2023-09-29,2023-09-29,2023-09-29 18:00:00,Completed,1,0,0,Credit Card,5.70,1,1,209.69,20.97,188.72,131.92,56.80,194.42
ORD_21909,CUST_1420,2023-05-09,2023-05-09,2023-05-09 01:00:00,Completed,1,0,0,QRIS,3.12,2,2,325.24,0.00,325.24,185.08,140.16,328.36
ORD_21910,CUST_1804,2023-08-01,2023-08-01,2023-08-01 00:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,175.82,17.58,158.24,107.16,51.08,158.24
ORD_21911,CUST_2113,2023-12-02,2023-12-02,2023-12-02 20:00:00,Completed,1,0,0,QRIS,6.38,4,5,785.83,48.82,737.01,487.79,249.22,743.39
ORD_21912,CUST_2100,2023-08-21,2023-08-21,2023-08-21 15:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,6.20,1,1,170.75,17.07,153.68,77.65,76.03,159.88
ORD_21913,CUST_1746,2023-12-23,2023-12-23,2023-12-23 03:00:00,Completed,1,0,0,Virtual Account Bank Transfer,2.70,1,1,255.83,0.00,255.83,167.86,87.97,258.53
ORD_21914,CUST_1762,2023-12-23,2023-12-23,2023-12-23 18:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,3,430.04,0.00,430.04,225.08,204.96,430.04
ORD_21915,CUST_1827,2023-03-25,2023-03-25,2023-03-25 09:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,484.70,0.00,484.70,262.74,221.96,484.70
ORD_21916,CUST_2041,2024-05-28,2024-05-28,2024-05-28 16:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),5.25,1,1,116.66,0.00,116.66,69.03,47.63,121.91
ORD_21917,CUST_1144,2023-02-17,2023-02-17,2023-02-17 06:00:00,Cancelled,0,1,0,E-Wallet (GoPay/OVO),3.05,1,3,60.63,6.06,54.57,44.31,10.26,57.62
ORD_21918,CUST_1452,2023-12-30,2023-12-30,2023-12-30 10:00:00,Shipped,1,0,0,Credit Card,4.90,2,2,91.86,0.82,91.04,59.43,31.61,95.94
ORD_21919,CUST_1972,2024-04-18,2024-04-18,2024-04-18 15:00:00,Completed,1,0,0,Credit Card,0.00,1,1,170.75,0.00,170.75,77.65,93.10,170.75
ORD_21920,CUST_2176,2023-10-14,2023-10-14,2023-10-14 21:00:00,Completed,1,0,0,Credit Card,0.00,1,3,641.70,64.17,577.53,301.80,275.73,577.53
ORD_21921,CUST_2124,2024-03-27,2024-03-27,2024-03-27 04:00:00,Completed,1,0,0,QRIS,7.20,1,1,211.74,0.00,211.74,96.61,115.13,218.94
ORD_21922,CUST_1394,2023-05-29,2023-05-29,2023-05-29 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),7.71,1,1,85.34,0.00,85.34,47.09,38.25,93.05
ORD_21923,CUST_1414,2024-05-26,2024-05-26,2024-05-26 17:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,142.79,14.28,128.51,80.37,48.14,128.51
ORD_21924,CUST_1976,2023-09-11,2023-09-11,2023-09-11 03:00:00,Completed,1,0,0,BNPL,7.46,4,9,1415.62,36.28,1379.34,855.93,523.41,1386.80
ORD_21925,CUST_1005,2024-08-28,2024-08-28,2024-08-28 01:00:00,Completed,1,0,0,QRIS,0.00,1,1,375.16,37.52,337.64,174.25,163.39,337.64
ORD_21926,CUST_1684,2024-02-14,2024-02-14,2024-02-14 21:00:00,Delivered,1,0,0,BNPL,5.75,1,1,144.07,0.00,144.07,71.81,72.26,149.82
ORD_21927,CUST_1298,2023-09-06,2023-09-06,2023-09-06 17:00:00,Completed,1,0,0,QRIS,3.78,3,3,652.79,10.48,642.31,366.24,276.07,646.09
ORD_21928,CUST_1559,2024-01-02,2024-01-02,2024-01-02 10:00:00,Completed,1,0,0,BNPL,0.00,1,1,157.89,0.00,157.89,114.06,43.83,157.89
ORD_21929,CUST_1649,2024-05-10,2024-05-10,2024-05-10 12:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),3.76,3,3,569.78,34.21,535.57,306.16,229.41,539.33
ORD_21930,CUST_1613,2024-12-13,2024-12-13,2024-12-13 12:00:00,Shipped,1,0,0,BNPL,7.37,1,1,16.01,0.00,16.01,11.61,4.40,23.38
ORD_21931,CUST_1273,2023-07-16,2023-07-16,2023-07-16 08:00:00,Completed,1,0,0,Credit Card,4.06,1,1,250.97,0.00,250.97,142.47,108.50,255.03
ORD_21932,CUST_1117,2024-01-25,2024-01-25,2024-01-25 01:00:00,Completed,1,0,0,QRIS,3.09,2,2,288.96,14.45,274.51,159.63,114.88,277.60
ORD_21933,CUST_1034,2024-04-03,2024-04-03,2024-04-03 18:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,4.54,2,2,413.72,0.00,413.72,281.92,131.80,418.26
ORD_21934,CUST_1643,2024-04-29,2024-04-29,2024-04-29 06:00:00,Completed,1,0,0,BNPL,0.00,3,4,581.07,0.00,581.07,372.67,208.40,581.07
ORD_21935,CUST_1163,2024-04-12,2024-04-12,2024-04-12 11:00:00,Completed,1,0,0,BNPL,0.00,2,2,96.06,2.43,93.63,67.47,26.16,93.63
ORD_21936,CUST_1074,2024-02-08,2024-02-08,2024-02-08 06:00:00,Completed,1,0,0,QRIS,0.00,2,3,185.63,24.64,160.99,119.39,41.60,160.99
ORD_21937,CUST_1937,2023-05-20,2023-05-20,2023-05-20 16:00:00,Completed,1,0,0,QRIS,7.65,4,5,830.94,0.00,830.94,444.64,386.30,838.59
ORD_21938,CUST_1444,2024-04-21,2024-04-21,2024-04-21 00:00:00,Completed,1,0,0,QRIS,8.64,1,1,46.48,0.00,46.48,22.31,24.17,55.12
ORD_21939,CUST_1445,2024-01-29,2024-01-29,2024-01-29 04:00:00,Completed,1,0,0,QRIS,5.14,3,7,1222.62,0.00,1222.62,662.05,560.57,1227.76
ORD_21940,CUST_1419,2024-05-11,2024-05-11,2024-05-11 21:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),6.95,2,2,396.01,0.00,396.01,233.09,162.92,402.96
ORD_21941,CUST_1304,2024-03-13,2024-03-13,2024-03-13 15:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,180.88,0.00,180.88,112.99,67.89,180.88
ORD_21942,CUST_1511,2023-03-09,2023-03-09,2023-03-09 10:00:00,Shipped,1,0,0,QRIS,3.35,1,1,236.90,0.00,236.90,157.56,79.34,240.25
ORD_21943,CUST_2071,2023-04-13,2023-04-13,2023-04-13 01:00:00,Shipped,1,0,0,BNPL,0.00,2,2,560.18,0.00,560.18,300.65,259.53,560.18
ORD_21944,CUST_1540,2024-02-28,2024-02-28,2024-02-28 13:00:00,Completed,1,0,0,Credit Card,6.81,1,1,189.61,0.00,189.61,135.03,54.58,196.42
ORD_21945,CUST_2182,2024-08-29,2024-08-29,2024-08-29 00:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),8.71,2,3,759.02,0.00,759.02,448.82,310.20,767.73
ORD_21946,CUST_2038,2024-03-11,2024-03-11,2024-03-11 18:00:00,Completed,1,0,0,Credit Card,4.35,1,1,152.68,0.00,152.68,107.51,45.17,157.03
ORD_21947,CUST_1358,2023-11-30,2023-11-30,2023-11-30 01:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),5.81,1,1,20.21,0.00,20.21,14.77,5.44,26.02
ORD_21948,CUST_1155,2024-03-22,2024-03-22,2024-03-22 20:00:00,Completed,1,0,0,Virtual Account Bank Transfer,8.36,1,2,208.94,10.45,198.49,119.18,79.31,206.85
ORD_21949,CUST_1450,2024-05-10,2024-05-10,2024-05-10 19:00:00,Shipped,1,0,0,Credit Card,0.00,2,2,458.60,0.00,458.60,268.87,189.73,458.60
ORD_21950,CUST_2071,2023-12-16,2023-12-16,2023-12-16 06:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,6.34,1,1,46.48,0.00,46.48,22.31,24.17,52.82
